Date,GHI,PR
02-08-2021,5.767216667,70.19800096
03-08-2021,4.787883333,65.74414093
04-08-2021,5.460966667,68.07518076
05-08-2021,4.524466667,63.40334046
06-08-2021,4.662016667,84.49535345
07-08-2021,5.138308333,66.36888991
08-08-2021,5.625883333,70.0170831
09-08-2021,5.828241667,83.1749803
10-08-2021,5.149116667,79.33507233
11-08-2021,4.361525,82.35168802
12-08-2021,5.940125,65.77637218
13-08-2021,4.5078,63.71151119
14-08-2021,4.780541667,79.66327505
15-08-2021,3.1595,63.38929463
16-08-2021,6.798441667,74.59443687
17-08-2021,5.053208333,62.29054553
18-08-2021,5.964591667,83.8546115
19-08-2021,6.168666667,68.4681331
20-08-2021,4.348666667,77.56489288
21-08-2021,6.70605,74.74532329
22-08-2021,6.500833333,68.92897606
23-08-2021,5.047366667,71.82869702
24-08-2021,5.3084,72.40950706
25-08-2021,3.497525,82.36793647
26-08-2021,5.08975,82.15373844
27-08-2021,6.084875,72.53968275
28-08-2021,2.886766667,82.38219236
29-08-2021,4.808008333,66.36015355
30-08-2021,4.709216667,61.42860267
31-08-2021,5.390408333,77.40207493
01-09-2021,4.287058333,64.40865781
02-09-2021,4.798375,80.29465385
03-09-2021,4.6332,77.90887344
04-09-2021,4.0792,66.732765
05-09-2021,4.747466667,67.97049226
06-09-2021,4.892291667,64.66748956
07-09-2021,4.6983,81.7510595
08-09-2021,4.8834,80.39380171
09-09-2021,4.021166667,62.48941073
10-09-2021,4.851216667,81.53945804
11-09-2021,4.786425,65.94349664
12-09-2021,3.48995,72.39011471
13-09-2021,3.51,64.07789615
14-09-2021,4.23825,67.72760076
15-09-2021,4.308225,62.62414189
16-09-2021,4.453066667,66.31079237
17-09-2021,4.11275,61.31348544
18-09-2021,5.213008333,60.59317392
19-09-2021,2.938925,63.74431428
20-09-2021,4.525633333,65.55978451
21-09-2021,3.796208333,67.51107754
22-09-2021,5.418633333,79.4041274
23-09-2021,4.212283333,62.83109169
24-09-2021,3.27,70.67112172
25-09-2021,5.464258333,77.97870097
26-09-2021,2.443658333,74.98673846
27-09-2021,5.290108333,63.63294606
28-09-2021,5.242925,61.94390546
29-09-2021,5.312208333,67.48820209
30-09-2021,3.7533,71.77287282
01-10-2021,2.890266667,68.13106633
02-10-2021,2.241108333,78.00808824
03-10-2021,3.25835,73.74996126
04-10-2021,3.980583333,64.95592673
05-10-2021,4.432375,83.04951382
06-10-2021,2.569391667,72.53521474
07-10-2021,3.308558333,69.35398286
08-10-2021,4.530558333,61.74004753
09-10-2021,4.019216667,84.90241073
10-10-2021,4.879491667,65.29312359
11-10-2021,3.888933333,77.21641939
12-10-2021,3.69335,76.95809436
13-10-2021,4.217616667,74.05814538
14-10-2021,4.225558333,76.50041062
15-10-2021,4.874091667,60.82624031
16-10-2021,3.088991667,72.27197093
17-10-2021,2.655141667,74.67355616
18-10-2021,3.646175,70.87573011
19-10-2021,4.813958333,84.50975931
20-10-2021,3.462341667,64.46963886
21-10-2021,4.521408333,67.59034876
22-10-2021,3.811491667,73.61139765
23-10-2021,5.23085,63.96217543
24-10-2021,5.215608333,71.19728865
25-10-2021,4.301241667,84.0496343
26-10-2021,4.34445,79.21805464
27-10-2021,2.7031,72.38592453
28-10-2021,4.804625,70.58115012
29-10-2021,4.6817,76.91450463
30-10-2021,5.343966667,74.93947759
31-10-2021,4.882691667,67.68168661
01-11-2021,5.157433333,76.84541085
02-11-2021,5.658,71.37590669
03-11-2021,5.717733333,82.9816221
04-11-2021,4.610741667,72.15050345
05-11-2021,4.493766667,83.7984817
06-11-2021,4.409416667,61.25482929
07-11-2021,5.132466667,60.76163335
08-11-2021,4.932991667,84.15277112
09-11-2021,3.22415,62.40509439
10-11-2021,3.982908333,79.26744195
11-11-2021,3.147491667,74.53836635
12-11-2021,5.170041667,81.669693
13-11-2021,4.65255,80.91794711
14-11-2021,2.8508,71.6221836
15-11-2021,3.419125,82.68891785
16-11-2021,3.139875,68.22133013
17-11-2021,4.831783333,83.29130553
18-11-2021,4.327291667,67.36271671
19-11-2021,4.265508333,60.76667012
20-11-2021,3.625275,84.41442212
21-11-2021,5.127283333,67.65936027
22-11-2021,2.969658333,84.30780523
23-11-2021,4.362266667,76.79133747
24-11-2021,4.224641667,73.69426077
25-11-2021,4.057691667,74.50556752
26-11-2021,4.631066667,73.4344085
27-11-2021,1.684283333,61.88470526
28-11-2021,3.185458333,73.94051024
29-11-2021,2.700216667,71.91667791
30-11-2021,2.478966667,67.59835298
01-12-2021,4.040033333,72.55173801
02-12-2021,4.209466667,78.42530629
03-12-2021,5.584608333,78.15937955
04-12-2021,4.317975,66.4821582
05-12-2021,4.869316667,78.96544853
06-12-2021,4.898133333,64.23261362
07-12-2021,4.362108333,77.07997793
08-12-2021,4.85815,78.67499311
09-12-2021,3.397541667,77.50831579
10-12-2021,5.471958333,75.79341306
11-12-2021,4.818091667,60.94602987
12-12-2021,4.694283333,71.51924314
13-12-2021,4.765308333,79.55462349
14-12-2021,4.7271,81.67983986
15-12-2021,4.8865,82.9011479
16-12-2021,3.369958333,70.13312666
17-12-2021,3.554241667,63.77418775
18-12-2021,4.851925,73.60969872
19-12-2021,3.424116667,66.53974734
20-12-2021,4.136958333,84.68507232
21-12-2021,4.197316667,65.38315826
22-12-2021,2.564775,73.42331297
23-12-2021,3.409658333,70.32226846
24-12-2021,3.881258333,65.7276318
25-12-2021,4.682108333,78.50861245
26-12-2021,4.1058,77.47733571
27-12-2021,3.863683333,63.24199635
28-12-2021,4.023341667,61.64299846
29-12-2021,3.707125,83.72640889
30-12-2021,4.752783333,65.80764531
31-12-2021,5.5853,69.18800967
01-01-2022,5.084191667,81.8538076
02-01-2022,4.54415,65.65051067
03-01-2022,4.367208333,66.47427774
04-01-2022,4.724058333,76.42504312
05-01-2022,3.9985,84.29715868
06-01-2022,3.5042,81.47489213
07-01-2022,4.089358333,77.63831073
08-01-2022,4.83185,69.05185207
09-01-2022,4.600666667,78.23460502
10-01-2022,4.306733333,66.30059209
11-01-2022,4.370066667,72.89682864
12-01-2022,4.761333333,73.90059889
13-01-2022,4.948008333,72.13886011
14-01-2022,4.740716667,79.20010713
15-01-2022,4.593716667,62.20011401
16-01-2022,4.543225,80.28306189
17-01-2022,3.3945,68.12121868
18-01-2022,4.994683333,70.80019178
19-01-2022,4.877458333,83.02552142
20-01-2022,5.157525,64.04077298
21-01-2022,4.276675,60.63213688
22-01-2022,4.458325,84.54523677
23-01-2022,4.231091667,75.22079782
24-01-2022,3.60555,67.11032304
25-01-2022,3.376491667,78.31024597
26-01-2022,4.305258333,60.29664984
27-01-2022,5.072183333,78.85656951
28-01-2022,4.640791667,68.94567612
29-01-2022,4.220491667,74.73075858
30-01-2022,3.830216667,67.11002873
31-01-2022,5.159383333,75.77677861
01-02-2022,5.045475,83.96580278
02-02-2022,5.312308333,71.12279493
03-02-2022,4.893833333,73.10165055
04-02-2022,5.666016667,76.74767657
05-02-2022,5.260066667,74.90105231
06-02-2022,4.804358333,80.45926838
07-02-2022,4.666641667,84.43258109
08-02-2022,4.104,72.70172073
09-02-2022,5.32515,60.08424986
10-02-2022,5.388183333,83.91931644
11-02-2022,4.062983333,79.65668846
12-02-2022,5.237983333,78.08217373
13-02-2022,3.7119,82.09957151
14-02-2022,4.431283333,80.13385608
15-02-2022,4.990216667,61.82999024
16-02-2022,4.149233333,70.0142312
17-02-2022,4.318383333,83.28806881
18-02-2022,5.188325,72.93344219
19-02-2022,4.450266667,82.80901823
20-02-2022,4.419858333,68.36250313
21-02-2022,4.836308333,71.36819868
22-02-2022,4.611808333,61.7251071
23-02-2022,4.886116667,74.42923155
24-02-2022,5.199866667,73.82318859
25-02-2022,5.2465,72.01322331
26-02-2022,6.427275,63.55540791
27-02-2022,6.287241667,60.4253492
28-02-2022,5.909541667,79.10204234
01-03-2022,5.74105,64.19322198
02-03-2022,3.948875,78.89950203
03-03-2022,6.092025,66.98188831
04-03-2022,5.41575,69.41035626
05-03-2022,5.110141667,67.99813517
06-03-2022,6.016166667,80.94850319
07-03-2022,5.128958333,61.79529248
08-03-2022,6.368116667,62.23306752
09-03-2022,5.415233333,68.59186344
10-03-2022,4.164808333,70.3314167
11-03-2022,5.839325,73.28192158
12-03-2022,4.187916667,71.02692361
13-03-2022,5.754641667,81.83482392
14-03-2022,5.3176,84.6320141
15-03-2022,4.818283333,69.92692102
16-03-2022,4.7711,78.8960938
17-03-2022,4.87725,64.72382442
18-03-2022,4.700166667,67.24210793
19-03-2022,5.915041667,63.24397744
20-03-2022,4.226183333,81.63273763
21-03-2022,3.431675,71.05735294
22-03-2022,3.580491667,81.63150936
23-03-2022,4.997616667,71.90614872
24-03-2022,5.12505,79.91179805
